"행정구역","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상"
"서울특별시 성북구 정릉제2동(1129063000)","11,261","11,261","756","936","1,616","1,609","1,739","1,816","1,562","877","324","24","2","11,938","11,938","707","879","1,620","1,523","1,773","1,941","1,812","1,092","503","86","2"
"서울특별시 성북구 정릉제3동(1129064000)","7,490","7,490","299","492","1,687","1,052","915","1,142","1,008","614","256","25","0","7,637","7,637","287","474","1,349","800","941","1,197","1,238","829","441","79","2"
"서울특별시 성북구 정릉제4동(1129065000)","12,145","12,145","835","1,099","1,700","1,508","2,034","1,995","1,642","946","352","33","1","13,006","13,006","746","1,015","1,579","1,630","2,101","2,150","1,981","1,172","530","98","4"
"서울특별시 성북구 길음제1동(1129066000)","17,018","17,018","1,961","2,396","1,650","2,005","3,751","2,576","1,485","864","308","22","0","18,708","18,708","1,869","2,494","1,758","2,471","4,059","2,454","1,803","1,190","513","93","4"
"서울특별시 성북구 길음제2동(1129068500)","8,019","8,019","730","761","963","1,165","1,382","1,360","999","480","163","15","1","8,592","8,592","671","671","1,089","1,233","1,501","1,388","1,107","614","275","42","1"
"서울특별시 성북구 종암동(1129070500)","19,366","19,366","1,342","1,971","3,045","2,552","3,137","3,135","2,323","1,219","569","69","4","19,741","19,741","1,264","1,655","2,670","2,541","3,197","3,176","2,535","1,630","910","159","4"
"서울특별시 성북구 월곡제1동(1129071500)","12,877","12,877","1,015","1,230","1,470","1,760","2,249","2,116","1,730","940","342","25","0","13,779","13,779","999","1,334","1,633","1,794","2,261","2,107","1,888","1,180","505","78","0"
"서울특별시 성북구 월곡제2동(1129072500)","9,471","9,471","562","737","1,488","1,407","1,434","1,520","1,309","714","278","22","0","10,173","10,173","495","727","1,981","1,303","1,396","1,472","1,417","878","426","74","4"
"서울특별시 성북구 장위제1동(1129076000)","11,916","11,916","875","999","1,736","1,763","1,835","2,073","1,578","757","281","18","1","12,438","12,438","880","925","1,670","1,618","1,864","2,179","1,789","981","461","70","1"
"서울특별시 성북구 장위제2동(1129077000)","6,799","6,799","296","422","978","929","1,032","1,216","1,057","627","222","20","0","6,952","6,952","287","433","1,001","833","870","1,176","1,163","782","351","54","2"
"서울특별시 성북구 장위제3동(1129078000)","8,028","8,028","892","676","1,004","1,285","1,356","1,294","918","464","133","5","1","8,225","8,225","849","676","1,080","1,336","1,298","1,247","1,012","484","211","28","4"
"서울특별시 성북구 석관동(1129081000)","17,457","17,457","987","1,155","2,549","2,548","2,640","2,912","2,652","1,445","536","31","2","17,816","17,816","960","1,016","2,637","2,365","2,435","2,978","2,788","1,781","749","106","1"
"서울특별시 강북구 (1130500000)","147,824","147,824","7,777","10,949","20,749","19,817","23,338","25,575","21,726","12,752","4,749","378","14","155,330","155,330","7,241","10,425","21,410","17,994","22,084","26,357","24,847","16,739","7,155","1,043","35"
"서울특별시 강북구 삼양동(1130553400)","12,009","12,009","654","1,009","1,628","1,537","1,824","2,187","1,803","1,002","331","31","3","12,090","12,090","590","907","1,524","1,378","1,729","2,158","2,000","1,178","538","86","2"
"서울특별시 강북구 미아동(1130553500)","10,596","10,596","390","683","1,682","1,520","1,559","1,860","1,659","879","344","20","0","11,292","11,292","354","623","2,118","1,345","1,431","1,931","1,734","1,163","521","71","1"
"서울특별시 강북구 송중동(1130554500)","14,346","14,346","773","967","2,073","2,013","2,288","2,432","2,138","1,200","432","28","2","15,525","15,525","730","1,029","2,169","1,997","2,195","2,710","2,491","1,528","589","82","5"
"서울특별시 강북구 송천동(1130555500)","13,351","13,351","516","804","1,823","1,706","2,004","2,514","2,264","1,250","430","38","2","13,523","13,523","501","777","1,747","1,487","1,784","2,467","2,382","1,597","683","91","7"
"서울특별시 강북구 삼각산동(1130557500)","15,098","15,098","1,507","1,984","1,651","1,713","3,080","2,486","1,529","839","288","20","1","16,352","16,352","1,398","1,950","1,679","1,987","3,294","2,480","1,831","1,133","527","69","4"
"서울특별시 강북구 번1동(1130559500)","9,415","9,415","346","551","1,583","1,458","1,524","1,612","1,261","787","270","23","0","9,226","9,226","303","515","1,593","1,245","1,327","1,481","1,397","946","368","51","0"
"서울특별시 강북구 번2동(1130560300)","7,821","7,821","342","544","1,158","975","1,185","1,340","1,216","791","252","18","0","8,330","8,330","300","494","1,064","779","1,154","1,372","1,464","1,193","447","61","2"
"서울특별시 강북구 번3동(1130560800)","8,069","8,069","470","650","964","882","1,281","1,344","1,208","939","314","16","1","9,121","9,121","457","634","922","809","1,264","1,437","1,503","1,544","484","65","2"
"서울특별시 강북구 수유1동(1130561500)","10,345","10,345","501","658","1,527","1,508","1,580","1,738","1,585","864","349","35","0","10,518","10,518","485","657","1,495","1,258","1,352","1,818","1,787","1,078","507","77","4"
"서울특별시 강북구 수유2동(1130562500)","10,239","10,239","540","751","1,416","1,323","1,534","1,767","1,571","900","398","38","1","11,149","11,149","498","651","1,532","1,197","1,512","1,959","1,862","1,227","618","92","1"
"서울특별시 강북구 수유3동(1130563500)","11,516","11,516","396","589","2,003","1,834","1,712","2,025","1,596","955","372","34","0","11,650","11,650","385","495","2,194","1,506","1,515","1,942","1,884","1,166","500","62","1"
"서울특별시 강북구 우이동(1130564500)","10,065","10,065","557","727","1,225","1,367","1,515","1,743","1,538","944","410","37","2","10,629","10,629","512","651","1,376","1,221","1,394","1,819","1,792","1,209","560","91","4"
"서울특별시 강북구 인수동(1130566000)","14,954","14,954","785","1,032","2,016","1,981","2,252","2,527","2,358","1,402","559","40","2","15,925","15,925","728","1,042","1,997","1,785","2,133","2,783","2,720","1,777","813","145","2"
"서울특별시 도봉구 (1132000000)","156,282","156,282","9,295","12,832","21,669","20,416","23,461","26,820","24,001","12,684","4,612","456","36","164,405","164,405","8,627","12,131","20,914","19,483","23,832","29,420","26,530","14,833","7,332","1,217","86"
"서울특별시 도봉구 창제1동(1132051100)","11,881","11,881","768","1,069","1,628","1,646","1,943","1,956","1,628","854","355","32","2","13,124","13,124","738","1,047","1,653","1,681","2,066","2,254","1,885","1,124","586","85","5"
"서울특별시 도봉구 창제2동(1132051200)","14,277","14,277","886","1,137","2,065","2,042","2,279","2,418","1,963","1,045","415","26","1","15,028","15,028","819","1,080","2,052","2,000","2,219","2,664","2,278","1,265","571","77","3"
"서울특별시 도봉구 창제3동(1132051300)","7,065","7,065","397","562","934","885","1,092","1,286","1,059","626","215","7","2","7,042","7,042","349","511","853","788","1,015","1,267","1,155","745","314","40","5"
"서울특별시 도봉구 창제4동(1132051400)","12,919","12,919","905","1,295","1,848","1,635","2,042","2,303","1,722","788","327","49","5","13,959","13,959","829","1,265","1,802","1,718","2,276","2,566","1,877","941","585","95","5"
"서울특별시 도봉구 창제5동(1132051500)","11,904","11,904","786","978","1,789","1,750","1,682","1,984","1,760","824","310","41","0","12,960","12,960","728","940","1,864","1,721","1,854","2,338","1,970","951","503","89","2"
"서울특별시 도봉구 도봉제1동(1132052100)","10,774","10,774","412","628","1,399","1,273","1,570","1,857","1,899","1,274","421","40","1","10,485","10,485","424","534","1,196","1,022","1,300","1,890","2,024","1,414","603","77","1"
"서울특별시 도봉구 도봉제2동(1132052200)","13,291","13,291","789","845","1,654","1,787","1,868","2,166","2,334","1,353","446","45","4","13,938","13,938","761","807","1,625","1,726","1,828","2,275","2,597","1,454","700","146","19"
"서울특별시 도봉구 쌍문제1동(1132066000)","10,422","10,422","604","775","1,417","1,320","1,613","1,781","1,591","936","351","28","6","11,178","11,178","550","823","1,556","1,254","1,568","1,892","1,803","1,101","536","85","10"
"서울특별시 도봉구 쌍문제2동(1132067000)","9,049","9,049","512","697","1,266","1,302","1,378","1,473","1,403","700","282","28","8","9,765","9,765","469","628","1,222","1,211","1,325","1,792","1,636","917","475","78","12"
"서울특별시 도봉구 쌍문제3동(1132068000)","8,025","8,025","385","539","1,201","1,186","1,236","1,310","1,174","702","269","22","1","8,514","8,514","378","488","1,270","1,090","1,133","1,535","1,319","898","340","58","5"
"서울특별시 도봉구 쌍문제4동(1132068100)","8,920","8,920","618","980","1,262","1,104","1,300","1,525","1,363","549","187","32","0","9,988","9,988","541","986","1,252","1,165","1,583","1,853","1,512","620","400","73","3"
"서울특별시 도봉구 방학제1동(1132069000)","14,298","14,298","737","1,115","1,967","1,715","2,055","2,689","2,300","1,283","400","36","1","14,435","14,435","761","1,065","1,847","1,582","2,095","2,667","2,402","1,325","569","117","5"
"서울특별시 도봉구 방학제2동(1132070000)","10,021","10,021","455","761","1,438","1,193","1,453","1,852","1,659","876","302","30","2","9,843","9,843","425","705","1,203","971","1,341","1,889","1,701","1,042","489","72","5"
"서울특별시 도봉구 방학제3동(1132071000)","13,436","13,436","1,041","1,451","1,801","1,578","1,950","2,220","2,146","874","332","40","3","14,146","14,146","855","1,252","1,519","1,554","2,229","2,538","2,371","1,036","661","125","6"
"서울특별시 노원구 (1135000000)","249,029","249,029","16,457","26,809","36,749","31,831","39,983","42,285","32,200","16,184","5,890","622","19","267,523","267,523","15,483","24,877","35,123","32,033","44,018","44,951","37,023","21,110","10,933","1,877","95"
"서울특별시 노원구 월계1동(1135056000)","11,229","11,229","582","891","2,166","1,441","1,713","1,732","1,486","877","314","26","1","10,581","10,581","556","771","1,587","1,174","1,617","1,705","1,623","1,040","423","76","9"
"서울특별시 노원구 월계2동(1135057000)","13,061","13,061","866","1,062","1,686","1,591","2,124","2,214","1,999","1,131","341","46","1","14,040","14,040","833","1,007","1,478","1,566","2,080","2,365","2,458","1,399","715","133","6"
"서울특별시 노원구 월계3동(1135058000)","14,460","14,460","1,111","1,110","1,758","2,256","2,343","2,200","2,079","1,160","410","33","0","15,790","15,790","1,069","998","1,773","2,268","2,248","2,549","2,587","1,446","731","115","6"
"서울특별시 노원구 공릉1동(1135059500)","18,106","18,106","1,039","1,314","3,260","2,713","2,733","2,767","2,544","1,283","413","39","1","19,024","19,024","989","1,290","3,323","2,611","2,612","2,961","2,958","1,507","649","122","2"
"서울특별시 노원구 공릉2동(1135060000)","19,111","19,111","1,470","2,194","3,275","2,573","3,042","2,938","2,174","1,043","360","41","1","20,187","20,187","1,357","2,080","3,390","2,581","3,406","3,066","2,413","1,175","621","95","3"
"서울특별시 노원구 하계1동(1135061100)","12,977","12,977","605","1,699","2,397","1,351","1,821","2,398","1,690","695","278","43","0","14,069","14,069","531","1,342","2,122","1,363","2,269","2,557","1,974","1,121","698","86","6"
"서울특별시 노원구 하계2동(1135061200)","10,662","10,662","765","1,403","1,544","1,207","1,842","1,872","1,203","574","226","26","0","11,705","11,705","691","1,339","1,496","1,328","2,120","2,022","1,370","790","476","72","1"
"서울특별시 노원구 중계본동(1135061900)","11,929","11,929","806","2,250","1,633","880","2,133","2,369","1,190","454","197","17","0","12,482","12,482","698","2,217","1,526","970","2,792","2,189","1,079","602","354","51","4"
"서울특별시 노원구 중계1동(1135062100)","13,189","13,189","1,045","2,948","1,521","874","2,794","2,400","1,034","402","150","18","3","13,884","13,884","891","2,657","1,411","1,130","3,633","2,105","1,090","568","350","46","3"
"서울특별시 노원구 중계4동(1135062400)","9,814","9,814","584","1,222","1,322","976","1,615","1,787","1,254","750","273","31","0","10,512","10,512","559","1,001","1,235","965","1,799","1,788","1,414","1,141","516","90","4"
"서울특별시 노원구 중계2.3동(1135062500)","16,005","16,005","982","1,501","2,155","2,022","2,776","2,656","2,144","1,204","508","57","0","18,776","18,776","979","1,603","2,068","2,159","2,921","2,978","2,738","2,071","1,088","163","8"
"서울특별시 노원구 상계1동(1135063000)","18,696","18,696","1,156","1,730","2,643","2,428","2,681","3,303","2,895","1,321","494","42","3","19,901","19,901","1,112","1,566","2,576","2,429","2,940","3,652","3,123","1,586","750","162","5"
"서울특별시 노원구 상계2동(1135064000)","10,031","10,031","471","932","1,648","1,199","1,442","1,976","1,442","669","232","20","0","10,228","10,228","485","881","1,618","1,101","1,542","1,952","1,465","740","365","74","5"
"서울특별시 노원구 상계3.4동(1135066500)","13,208","13,208","695","1,117","1,718","1,520","1,926","2,396","2,113","1,222","463","30","8","13,397","13,397","663","934","1,500","1,368","1,906","2,340","2,300","1,521","744","107","14"
"서울특별시 노원구 상계5동(1135067000)","11,800","11,800","539","1,021","1,808","1,382","1,768","2,170","1,766","975","329","42","0","12,483","12,483","519","992","1,617","1,229","1,822","2,310","1,980","1,289","606","111","8"
"서울특별시 노원구 상계6.7동(1135069500)","15,296","15,296","1,216","1,546","2,170","2,278","2,479","2,552","1,817","863","335","40","0","17,710","17,710","1,147","1,420","2,343","2,551","2,920","3,099","2,254","1,123","688","159","6"
"서울특별시 노원구 상계8동(1135070000)","10,961","10,961","1,224","986","1,372","2,316","1,907","1,431","998","516","186","25","0","11,824","11,824","1,130","987","1,378","2,397","1,930","1,612","1,309","658","359","62","2"
"서울특별시 노원구 상계9동(1135071000)","9,862","9,862","653","1,063","1,420","1,425","1,517","1,654","1,286","603","217","23","1","10,902","10,902","631","981","1,305","1,352","1,854","1,910","1,560","770","444","93","2"
"서울특별시 노원구 상계10동(1135072000)","8,632","8,632","648","820","1,253","1,399","1,327","1,470","1,086","442","164","23","0","10,028","10,028","643","811","1,377","1,491","1,607","1,791","1,328","563","356","60","1"
"서울특별시 은평구 (1138000000)","227,496","227,496","14,656","19,360","31,819","33,156","37,194","36,951","30,202","17,046","6,517","554","41","247,647","247,647","13,940","18,497","34,664","34,189","37,934","39,820","35,369","21,753","9,766","1,475","240"
"서울특별시 은평구 녹번동(1138051000)","17,573","17,573","1,192","1,126","2,373","2,942","2,862","2,821","2,313","1,375","529","38","2","19,399","19,399","1,204","1,130","2,641","3,023","2,819","3,045","2,869","1,760","771","133","4"
"서울특별시 은평구 불광제1동(1138052000)","18,451","18,451","1,189","1,384","2,563","2,622","2,818","3,132","2,567","1,480","628","66","2","20,549","20,549","1,094","1,254","2,756","2,711","3,015","3,527","3,099","1,985","974","124","10"
"서울특별시 은평구 불광제2동(1138053000)","13,594","13,594","535","896","2,142","1,989","1,973","2,260","2,075","1,228","457","35","4","14,453","14,453","540","851","2,147","1,811","1,818","2,589","2,400","1,519","677","92","9"
